label,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y
1,0.9294986128807068,0.8376266956329346,0.8939985632896423,0.8055466413497925,0.8700150847434998,0.7543168067932129,0.8571999669075012,0.7114137411117554,0.8445985913276672,0.6789398193359375,0.916504442691803,0.6748924255371094,0.9252366423606871,0.618070125579834,0.933753788471222,0.5817492604255676,0.9425811171531676,0.5513170957565308,0.9421362280845642,0.677008867263794,0.952523946762085,0.6203349828720093,0.9592519402503968,0.5835542678833008,0.9660301804542542,0.5526771545410156,0.9636826515197754,0.690421998500824,0.9736673831939696,0.6405615210533142,0.9782180786132812,0.6070060133934021,0.9828335642814636,0.5792348384857178,0.983170747756958,0.7125996351242065,0.9904078841209412,0.6752220392227173,0.992483139038086,0.6519757509231567,0.9927924275398254,0.6343657970428467
1,0.8766036033630371,0.7820857763290405,0.8309993743896484,0.7472421526908875,0.7967159748077393,0.6841505765914917,0.7749838829040527,0.6314610838890076,0.7551073431968689,0.5931534767150879,0.8512409925460815,0.5923242568969727,0.8487831354141235,0.5210655331611633,0.8421633243560791,0.4781489670276642,0.8342423439025879,0.4436156749725342,0.8799038529396057,0.5873402953147888,0.8839077353477478,0.5135719776153564,0.8802867531776428,0.4686767756938934,0.8751469254493713,0.4316083788871765,0.9048537015914916,0.5944008827209473,0.9144045114517212,0.5266644358634949,0.9142849445343018,0.4860720038414001,0.9123478531837464,0.4514469504356384,0.9267751574516296,0.6123131513595581,0.9379847049713136,0.554856538772583,0.940830945968628,0.5189499855041504,0.9409869313240052,0.4878900647163391
1,0.8444849848747253,0.753355085849762,0.8026068806648254,0.7109947204589844,0.7748467922210693,0.6591243743896484,0.7522302865982056,0.6169528365135193,0.7311024069786072,0.5825105905532837,0.8190748691558838,0.5799167156219482,0.8159083127975464,0.531393826007843,0.8071382641792297,0.4945697784423828,0.7971881628036499,0.4617727398872375,0.8479197025299072,0.5710077285766602,0.8574190139770508,0.516284167766571,0.8569483160972595,0.4710593223571777,0.8552240133285522,0.4328302145004272,0.8705843091011047,0.5753242373466492,0.8847540616989136,0.5256892442703247,0.8867137432098389,0.4822137951850891,0.8868125081062317,0.4442658126354217,0.8880379796028137,0.5907986164093018,0.9022046327590942,0.5463387370109558,0.907651424407959,0.5132389068603516,0.9110965132713318,0.4831581115722656
1,0.7728503346443176,0.6621381044387817,0.7284397482872009,0.6477404832839966,0.6883876323699951,0.5895456671714783,0.6621504426002502,0.5376561284065247,0.6412071585655212,0.4980908632278442,0.7409769892692566,0.498244047164917,0.7262770533561707,0.4339118599891662,0.7104331851005554,0.3947486281394958,0.6936600208282471,0.3673945665359497,0.7690609693527222,0.4897866249084472,0.7704892754554749,0.4174076616764068,0.7607546448707581,0.3732201755046844,0.7481072545051575,0.3411104083061218,0.7920917272567749,0.4933151602745056,0.79694664478302,0.4257087707519531,0.7888268232345581,0.385768175125122,0.778114378452301,0.3545402586460113,0.8103516101837158,0.5067315101623535,0.816365122795105,0.4497310221195221,0.8135573267936707,0.4137852489948272,0.8064229488372803,0.3844118118286133
1,0.7596662640571594,0.6688388586044312,0.7069522738456726,0.634436309337616,0.6682496666908264,0.5853358507156372,0.6443231105804443,0.541266918182373,0.6226517558097839,0.5019526481628418,0.7029143571853638,0.4879927635192871,0.6830896139144897,0.4247469007968902,0.6680717468261719,0.3807946145534515,0.65367192029953,0.3403892517089844,0.7290430068969727,0.475386768579483,0.7175263166427612,0.4100567698478699,0.7049036026000977,0.3600491881370544,0.6919391751289368,0.318054586648941,0.7532767057418823,0.474597692489624,0.7529243230819702,0.4128405153751373,0.7439813613891602,0.3638924360275268,0.7332594394683838,0.3232828378677368,0.7778252363204956,0.4848631918430328,0.7786741256713867,0.4301908016204834,0.7710233330726624,0.3916792869567871,0.7602205276489258,0.3583166599273681
1,0.7140843272209167,0.6336479187011719,0.6602590680122375,0.6041367650032043,0.6182762980461121,0.5504145622253418,0.5937196612358093,0.5023403167724609,0.568580150604248,0.4688482284545898,0.6632717251777649,0.4458178579807281,0.648295521736145,0.3805856704711914,0.6352036595344543,0.337052047252655,0.6225125193595886,0.3007998466491699,0.6910701990127563,0.4390193819999695,0.6870633363723755,0.3696464896202087,0.6754827499389648,0.3257777988910675,0.6637157201766968,0.2933118343353271,0.7157036066055298,0.4459356069564819,0.7182127237319946,0.3825374543666839,0.7084686756134033,0.3418489694595337,0.696811854839325,0.3107496500015259,0.7389064431190491,0.4658000767230987,0.7457535266876221,0.4179107844829559,0.7411310076713562,0.3851380944252014,0.7323887348175049,0.3580465316772461
1,0.6442729830741882,0.5671143531799316,0.5982658863067627,0.5603060722351074,0.5575665831565857,0.5254495143890381,0.5300696492195129,0.4921731948852539,0.5068857669830322,0.4679382741451263,0.587751030921936,0.4190595149993896,0.5708353519439697,0.363504558801651,0.5572822093963623,0.3322818875312805,0.543907642364502,0.3071605265140533,0.6117467880249023,0.4042087197303772,0.6027385592460632,0.3328817784786224,0.5905025005340576,0.293457955121994,0.5784503221511841,0.2652135193347931,0.6341446042060852,0.4026088416576385,0.6282029747962952,0.3327664732933044,0.6168208718299866,0.2957537174224853,0.6049638986587524,0.2679504156112671,0.656338632106781,0.4111169278621673,0.6577838659286499,0.3542765080928802,0.6516980528831482,0.3198961615562439,0.6432365775108337,0.2921810746192932
1,0.6408348679542542,0.5769381523132324,0.5896885991096497,0.5621161460876465,0.5467830896377563,0.5227206349372864,0.5167204141616821,0.4872161746025085,0.4899496138095855,0.4666013717651367,0.5764257311820984,0.4196250438690185,0.5593518614768982,0.3673600554466247,0.5454611778259277,0.3354377746582031,0.5317375063896179,0.3074447214603424,0.5992379188537598,0.4041621088981628,0.5902726054191589,0.3348336517810821,0.5775361061096191,0.2947985529899597,0.5651702284812927,0.2640475034713745,0.6207536458969116,0.4019265472888946,0.6172245740890503,0.3340242803096771,0.6055009365081787,0.2963586151599884,0.592601478099823,0.2663613259792328,0.642650306224823,0.4097091555595398,0.6442815065383911,0.3538199961185455,0.6366569399833679,0.3184777498245239,0.6253654956817627,0.2882691025733948
1,0.6295220255851746,0.570786714553833,0.5815352201461792,0.5613565444946289,0.5386152267456055,0.5223111510276794,0.5103746652603149,0.4870221018791199,0.4857450425624847,0.466674268245697,0.5680721402168274,0.4165165424346924,0.5494049191474915,0.3653094172477722,0.535212516784668,0.3338827788829803,0.52167809009552,0.3056530356407165,0.5906860828399658,0.400625467300415,0.5816627144813538,0.3331097960472107,0.5693492889404297,0.2926734089851379,0.5575892925262451,0.2618703544139862,0.6119359135627747,0.3988305330276489,0.6075724959373474,0.3321254849433899,0.5968582630157471,0.2932824492454529,0.5856510400772095,0.2620586454868316,0.6328118443489075,0.4076002538204193,0.6331859230995178,0.3504883646965027,0.6276395916938782,0.312399297952652,0.6196533441543579,0.2784674167633056
1,0.6158947348594666,0.5679904222488403,0.5674148797988892,0.5572490096092224,0.5272976756095886,0.5206411480903625,0.500490665435791,0.4876531660556793,0.4770489633083343,0.4670764803886413,0.5564079284667969,0.4152834415435791,0.5376046895980835,0.3649251163005829,0.5230895280838013,0.3337236046791076,0.509488046169281,0.3058722615242004,0.5781042575836182,0.4003374874591827,0.5702266693115234,0.3331291973590851,0.5585039258003235,0.2915253639221191,0.5476305484771729,0.2597657442092895,0.5986250042915344,0.3981503844261169,0.5965939164161682,0.3320634067058563,0.5869274139404297,0.2922900915145874,0.5770174860954285,0.2609698176383972,0.6183410882949829,0.4056365489959717,0.6220846772193909,0.3483992218971252,0.6178010106086731,0.3095124363899231,0.6109103560447693,0.2755051553249359
